REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
4,8,35,047,106,29780,,2,1,11306,96,148
4,8,35,049,106,42140,,1,1,55855,1170,1809
4,8,35,051,,,,,,4930,27,42
4,8,35,053,,,,,,6785,136,211
4,8,35,055,,45340,,2,1,12667,70,108
4,8,35,057,106,10740,,1,2,6440,176,272
4,8,35,059,,,,,,2026,11,17
4,8,35,061,106,10740,,1,2,28441,403,622
1,2,36,001,104,10580,,1,1,117023,2816,4353
1,2,36,003,,,,,,19283,326,504
1,2,36,005,408,35620,35614,1,1,469573,14471,22370
1,2,36,007,,13780,,1,1,77167,1030,1593
1,2,36,009,160,36460,,2,1,30006,314,486
1,2,36,011,532,12180,,2,1,32020,450,695
1,2,36,013,,27460,,2,1,51381,392,606
1,2,36,015,236,21300,,1,1,34142,469,726
1,2,36,017,,,,,,19284,437,676
1,2,36,019,,38460,,2,1,34014,301,466
1,2,36,021,104,26460,,2,1,24956,867,1341
1,2,36,023,296,18660,,2,1,18811,331,512
1,2,36,025,,,,,,19230,242,375
1,2,36,027,408,35620,20524,1,2,115178,2651,4098
1,2,36,029,160,15380,,1,1,344098,12101,18706
1,2,36,031,,,,,,16616,173,267
1,2,36,033,,31660,,2,1,23055,214,331
1,2,36,035,104,24100,,2,1,21185,308,476
1,2,36,037,464,12860,,2,1,23181,170,263
1,2,36,039,,,,,,20878,425,656
1,2,36,041,,,,,,2014,90,140
1,2,36,043,,46540,,1,2,24524,385,595
1,2,36,045,,48060,,1,1,45638,695,1074
1,2,36,047,408,35620,35614,1,1,895148,38662,59767
1,2,36,049,,,,,,10313,170,262
1,2,36,051,464,40380,,1,2,26021,428,661
1,2,36,053,532,45060,,1,2,27850,245,379
1,2,36,055,464,40380,,1,1,275635,10258,15858
1,2,36,057,104,11220,,2,1,18462,102,157
1,2,36,059,408,35620,35004,1,1,493060,9782,15121
1,2,36,061,408,35620,35614,1,1,635847,56638,87556
1,2,36,063,160,15380,,1,1,81435,1788,2765
1,2,36,065,,46540,,1,1,90703,1416,2189
1,2,36,067,532,45060,,1,1,171431,2922,4517
1,2,36,069,464,40380,,1,1,40786,1029,1591
1,2,36,071,408,35620,35614,1,2,135444,3802,5877
1,2,36,073,464,40380,,1,2,16448,351,543
1,2,36,075,532,45060,,1,2,46701,723,1118
1,2,36,077,,36580,,2,1,24268,330,510
1,2,36,079,408,35620,20524,1,1,38010,1075,1662
1,2,36,081,408,35620,35614,1,1,855853,29534,45656
1,2,36,083,104,10580,,1,1,61792,1158,1791
1,2,36,085,408,35620,35614,1,1,172456,5609,8671
1,2,36,087,408,35620,35614,1,1,109326,2191,3387
1,2,36,089,,36300,,2,1,44769,454,703
1,2,36,091,104,10580,,1,1,83848,1057,1634
1,2,36,093,104,10580,,1,1,57080,847,1309
1,2,36,095,104,10580,,1,2,12959,210,325
1,2,36,097,,,,,,7279,137,212
1,2,36,099,464,42900,,2,1,14698,411,635
1,2,36,101,236,18500,,2,1,37523,673,1040
1,2,36,103,408,35620,35004,1,1,556340,15911,24597
1,2,36,105,,,,,,30597,682,1055
1,2,36,107,,13780,,1,1,19151,264,408
1,2,36,109,296,27060,,1,1,41791,727,1124
1,2,36,111,408,28740,,1,1,72334,1621,2506
1,2,36,113,104,24020,,1,1,25254,336,520
1,2,36,115,104,24020,,1,1,25920,365,565
1,2,36,117,464,40380,,1,2,35327,546,844
1,2,36,119,408,35620,35614,1,1,344786,7616,11773
1,2,36,121,,,,,,18497,142,220
1,2,36,123,464,40380,,1,2,9206,176,272
3,5,37,001,268,15500,,1,1,54514,663,1025
3,5,37,003,280,25860,,1,2,14453,226,350
3,5,37,005,,,,,,4419,24,38
3,5,37,007,,,,,,10929,60,93
3,5,37,009,,,,,,10732,125,194
3,5,37,011,,,,,,8168,45,69
3,5,37,013,274,47820,,2,1,17562,176,273
3,5,37,015,,,,,,8232,45,70
3,5,37,017,,,,,,12738,96,149
3,5,37,019,396,34820,,1,1,43386,543,840
3,5,37,021,120,11700,,1,1,91279,1885,2913
3,5,37,023,280,25860,,1,1,35140,527,815
3,5,37,025,172,16740,,1,2,63226,1329,2054
3,5,37,027,280,25860,,1,1,31361,279,431
3,5,37,029,545,21020,,2,2,3730,76,118
3,5,37,031,404,33980,,2,1,26524,292,451
3,5,37,033,,,,,,9477,94,145
3,5,37,035,280,25860,,1,1,56937,654,1011
3,5,37,037,450,20500,,1,1,24478,384,593
3,5,37,039,,,,,,10573,58,90
3,5,37,041,,,,,,5316,29,45
3,5,37,043,,,,,,4115,23,35
3,5,37,045,172,43140,,2,1,35508,593,917
3,5,37,047,,,,,,21871,208,322
3,5,37,049,404,35100,,1,1,40041,366,565
3,5,37,051,246,22180,,1,1,112963,1170,1809
3,5,37,053,545,47260,,1,2,9087,240,371
3,5,37,055,545,28620,,2,1,13654,579,896
3,5,37,057,268,49180,,1,1,60305,716,1106
3,5,37,059,268,49180,,1,1,15251,187,289
3,5,37,061,,,,,,21444,184,285
3,5,37,063,450,20500,,1,1,101303,2258,3491
3,5,37,065,468,40580,,1,1,18925,336,519
3,5,37,067,268,49180,,1,1,124869,1828,2826
3,5,37,069,450,39580,,1,2,22820,440,681
3,5,37,071,172,16740,,1,2,75175,1305,2018
3,5,37,073,545,47260,,1,2,4440,56,86
3,5,37,075,,,,,,3287,18,28
3,5,37,077,450,37080,,2,1,23389,414,640
3,5,37,079,,,,,,8957,123,190
3,5,37,081,268,24660,,1,1,177088,3134,4844
3,5,37,083,468,40260,,2,1,19705,220,339
3,5,37,085,450,20380,,2,1,41546,283,438
3,5,37,087,120,11700,,1,1,22727,377,583
3,5,37,089,120,11700,,1,1,40900,550,851
3,5,37,091,,,,,,9687,70,108
3,5,37,093,246,22180,,1,1,16622,139,215
3,5,37,095,,,,,,2663,15,23
3,5,37,097,172,16740,,1,1,58792,935,1446
3,5,37,099,,19000,,2,1,16242,120,185
3,5,37,101,450,39580,,1,1,60648,904,1397
3,5,37,103,404,35100,,1,2,3873,27,42
3,5,37,105,450,41820,,2,1,20987,164,253
3,5,37,107,,28820,,2,1,21057,224,347
3,5,37,109,172,16740,,1,2,29750,567,876
3,5,37,111,280,32000,,2,1,17460,145,225
3,5,37,113,,,,,,13103,350,542
3,5,37,115,120,11700,,1,2,8108,82,127
3,5,37,117,,,,,,8728,88,137
3,5,37,119,172,16740,,1,1,336345,13533,20920
3,5,37,121,,,,,,6037,138,213
3,5,37,123,,,,,,10127,176,273
3,5,37,125,,38240,,2,1,32951,454,702
3,5,37,127,468,40580,,1,1,34612,599,925
3,5,37,129,,48900,,1,1,78921,1201,1856
3,5,37,131,468,40260,,2,2,8154,109,169
3,5,37,133,,27340,,1,1,73672,729,1127
3,5,37,135,450,20500,,1,1,50505,1113,1721
3,5,37,137,404,35100,,1,2,5561,67,103
3,5,37,139,545,21020,,2,1,15120,272,421
3,5,37,141,,48900,,1,2,20685,307,475
3,5,37,143,545,21020,,2,2,5071,28,43
3,5,37,145,450,20500,,1,2,14502,249,384
3,5,37,147,274,24780,,1,1,60926,563,870
3,5,37,149,,,,,,7776,202,312
3,5,37,151,268,24660,,1,2,52299,462,715
3,5,37,153,,40460,,2,1,17044,94,145
3,5,37,155,246,31300,,2,1,46989,420,650
3,5,37,157,268,24660,,1,2,34463,268,415
3,5,37,159,172,16740,,1,2,51629,1083,1674
3,5,37,161,,22580,,2,1,25145,287,443
3,5,37,163,,,,,,23054,184,285
3,5,37,165,246,29900,,2,1,13106,121,187
3,5,37,167,172,10620,,2,1,23213,186,288
3,5,37,169,268,49180,,1,1,17825,201,311
3,5,37,171,268,34340,,2,1,27220,296,457
3,5,37,173,,,,,,5274,344,533
3,5,37,175,120,14820,,2,1,12918,125,193
3,5,37,177,545,28620,,2,2,2010,11,17
3,5,37,179,172,16740,,1,1,70112,1677,2593
3,5,37,181,450,25780,,2,1,15533,131,202
3,5,37,183,450,39580,,1,1,331066,12304,19021
3,5,37,185,,,,,,8416,46,72
3,5,37,187,,,,,,4524,90,139
3,5,37,189,,14380,,2,1,22074,209,323
3,5,37,191,,24140,,1,1,44881,423,654
3,5,37,193,,35900,,2,1,26206,209,323
3,5,37,195,468,48980,,2,1,28635,294,454
3,5,37,197,268,49180,,1,2,14252,202,313
3,5,37,199,,,,,,6900,176,273
2,4,38,001,,,,,,976,5,8
2,4,38,003,,,,,,4452,91,141
2,4,38,005,,,,,,2274,37,57
2,4,38,007,,,,,,403,2,3
2,4,38,009,,,,,,2726,15,23
2,4,38,011,,,,,,1222,7,10
2,4,38,013,,,,,,838,5,7
2,4,38,015,,13900,,1,1,31639,279,431
2,4,38,017,244,22020,,1,1,60653,725,1120
2,4,38,019,,,,,,1598,35,55
2,4,38,021,,,,,,2013,11,17
2,4,38,023,,,,,,970,5,8
2,4,38,025,,,,,,1564,9,13
2,4,38,027,,,,,,948,51,79
2,4,38,029,,,,,,1437,8,12
2,4,38,031,,,,,,1301,7,11
2,4,38,033,,,,,,605,3,5
2,4,38,035,,24220,,1,1,27687,350,542
2,4,38,037,,,,,,961,5,8
2,4,38,039,,,,,,974,5,8
2,4,38,041,,,,,,934,5,8
2,4,38,043,,,,,,1026,19,29
2,4,38,045,,,,,,1682,9,14
2,4,38,047,,,,,,759,4,6
2,4,38,049,,33500,,2,2,2286,13,19
2,4,38,051,,,,,,1075,6,9
2,4,38,053,,,,,,2814,46,72
2,4,38,055,,,,,,3700,34,52
2,4,38,057,,,,,,3386,19,29
2,4,38,059,,13900,,1,1,10643,171,264
2,4,38,061,,,,,,3434,19,29
2,4,38,063,,,,,,1303,7,11
2,4,38,065,,13900,,1,2,732,5,8
2,4,38,067,,,,,,2926,16,25
2,4,38,069,,,,,,1804,10,15
2,4,38,071,,,,,,4419,60,93
2,4,38,073,,,,,,2102,12,18
2,4,38,075,,33500,,2,2,1022,6,9
2,4,38,077,244,47420,,2,1,6569,36,56
2,4,38,079,,,,,,4583,25,39
2,4,38,081,,,,,,1589,9,14
2,4,38,083,,,,,,558,16,25
2,4,38,085,,13900,,1,2,1343,9,15
2,4,38,087,,,,,,325,2,3
2,4,38,089,,19860,,2,1,10053,55,85
2,4,38,091,,,,,,812,4,7
2,4,38,093,,27420,,2,1,8397,46,71
2,4,38,095,,,,,,892,5,8
2,4,38,097,,,,,,3149,45,70
2,4,38,099,,,,,,4325,24,37
2,4,38,101,,33500,,2,1,25333,418,647
2,4,38,103,,,,,,1659,9,14
2,4,38,105,,48780,,2,1,10117,56,86
2,3,39,001,,,,,,10419,146,226
2,3,39,003,338,30620,,1,1,40456,530,820
2,3,39,005,360,11740,,2,1,19647,179,277
2,3,39,007,184,11780,,2,1,38378,571,882
2,3,39,009,,11900,,2,1,27258,443,685
2,3,39,011,338,47540,,2,1,16902,174,269
2,3,39,013,,48540,,1,1,28509,404,625
2,3,39,015,178,17140,,1,2,16544,392,607
2,3,39,017,178,17140,,1,1,134087,2818,4357
2,3,39,019,184,15940,,1,2,11067,100,154
2,3,39,021,212,46500,,2,1,14812,153,237
2,3,39,023,212,44220,,1,1,50241,643,993
2,3,39,025,178,17140,,1,1,72153,1410,2180
2,3,39,027,178,48940,,2,1,15209,195,301
2,3,39,029,566,41400,,2,1,41955,459,709
2,3,39,031,,18740,,2,1,13638,185,286
2,3,39,033,360,15340,,2,1,15986,97,150
2,3,39,035,184,17460,,1,1,460353,16713,25837
2,3,39,037,212,24820,,2,1,19221,173,268
2,3,39,039,,19580,,2,1,14344,419,647
2,3,39,041,198,18140,,1,1,61826,1755,2713
2,3,39,043,184,41780,,2,1,29025,248,383
2,3,39,045,198,18140,,1,1,53595,870,1345
2,3,39,047,198,47920,,2,1,10518,213,330
2,3,39,049,198,18140,,1,1,431661,20196,31220
2,3,39,051,534,45780,,1,2,15324,128,198
2,3,39,053,,38580,,2,1,11285,62,96
2,3,39,055,184,17460,,1,1,33801,639,988
2,3,39,057,212,19380,,1,1,61765,803,1242
2,3,39,059,198,15740,,2,1,14819,173,268
2,3,39,061,178,17140,,1,1,290041,9950,15381
2,3,39,063,248,22300,,2,1,27661,266,412
2,3,39,065,,,,,,11853,65,101
2,3,39,067,,,,,,6035,33,51
2,3,39,069,,,,,,10337,125,194
2,3,39,071,,,,,,15771,123,190
2,3,39,073,198,18140,,1,2,11109,225,347
2,3,39,075,,,,,,13997,137,212
2,3,39,077,184,35940,,2,1,21529,203,313
2,3,39,079,,27160,,2,1,12005,66,102
2,3,39,081,430,48260,,1,1,26244,239,369
2,3,39,083,198,34540,,2,1,22336,181,279
2,3,39,085,184,17460,,1,1,86475,1669,2580
2,3,39,087,170,26580,,1,1,22718,159,246
2,3,39,089,198,18140,,1,2,60846,1291,1995
2,3,39,091,198,13340,,2,1,16611,127,196
2,3,39,093,184,17460,,1,2,111940,2207,3412
2,3,39,095,534,45780,,1,1,159853,2122,3280
2,3,39,097,198,18140,,1,2,18769,454,702
2,3,39,099,566,49660,,1,1,89189,1017,1573
2,3,39,101,198,32020,,2,1,27912,303,468
2,3,39,103,184,17460,,1,1,63424,1185,1832
2,3,39,105,,,,,,9016,68,105
2,3,39,107,338,16380,,2,1,15052,83,128
2,3,39,109,212,19380,,1,1,37991,402,622
2,3,39,111,,,,,,5727,31,49
2,3,39,113,212,19380,,1,1,195620,3249,5022
2,3,39,115,,,,,,5649,40,62
2,3,39,117,198,18140,,1,2,12803,204,315
2,3,39,119,198,49780,,2,1,31108,296,457
2,3,39,121,,,,,,7365,85,131
2,3,39,123,534,38840,,2,1,16201,228,352
2,3,39,125,,,,,,7156,44,68
2,3,39,127,198,18140,,1,2,13306,417,644
2,3,39,129,198,18140,,1,2,22797,390,604
2,3,39,131,,,,,,10588,129,200
2,3,39,133,184,10420,,1,1,62781,657,1015
2,3,39,135,,,,,,15539,132,204
2,3,39,137,,,,,,12569,144,223
2,3,39,139,360,31900,,1,1,48428,624,964
2,3,39,141,198,17060,,2,1,31991,522,807
2,3,39,143,,23380,,2,1,22373,241,373
2,3,39,145,170,39020,,2,1,29924,323,499
2,3,39,147,248,45660,,2,1,21444,556,860
2,3,39,149,212,43380,,2,1,17753,461,712
2,3,39,151,184,15940,,1,1,138229,2120,3277
2,3,39,153,184,10420,,1,1,200145,3380,5225
2,3,39,155,566,49660,,1,1,78175,940,1452
2,3,39,157,184,35420,,2,1,34355,379,585
2,3,39,159,198,18140,,1,2,17815,421,651
2,3,39,161,338,46780,,2,1,10466,58,89
2,3,39,163,,,,,,5095,28,43
2,3,39,165,178,17140,,1,1,78357,1764,2727
2,3,39,167,425,31930,,2,1,23536,413,639
2,3,39,169,,49300,,2,1,41838,398,615
2,3,39,171,,,,,,14294,162,251
2,3,39,173,534,45780,,1,1,48370,506,783
2,3,39,175,,,,,,8382,55,85
3,7,40,001,,,,,,8015,131,203
3,7,40,003,,,,,,2836,16,24
3,7,40,005,,,,,,5652,41,64
3,7,40,007,,,,,,2073,11,18
3,7,40,009,,21120,,2,1,9393,52,80
3,7,40,011,,,,,,4349,68,106
3,7,40,013,206,20460,,2,1,16031,154,238
3,7,40,015,,,,,,11519,102,157
3,7,40,017,416,36420,,1,1,43052,1027,1587
3,7,40,019,,11620,,2,1,17141,94,146
3,7,40,021,538,45140,,2,1,17623,107,166
3,7,40,023,,,,,,5455,96,148
3,7,40,025,,,,,,893,5,8
3,7,40,027,416,36420,,1,1,99706,2285,3532
3,7,40,029,,,,,,2101,12,18
3,7,40,031,,30020,,1,1,48670,560,866
3,7,40,033,,30020,,1,2,2255,62,96
3,7,40,035,,,,,,5805,77,119
3,7,40,037,538,46140,,1,1,25833,297,459
3,7,40,039,,48220,,2,1,10622,102,158
3,7,40,041,,,,,,15808,170,263
3,7,40,043,,,,,,1778,10,15
3,7,40,045,,,,,,1537,8,13
3,7,40,047,,21420,,2,1,22478,375,579
3,7,40,049,,,,,,9969,55,85
3,7,40,051,416,36420,,1,2,19334,384,594
3,7,40,053,,,,,,1722,9,15
3,7,40,055,,,,,,2970,16,25
3,7,40,057,,,,,,1030,6,9
3,7,40,059,,,,,,1380,8,12
3,7,40,061,,,,,,4722,26,40
3,7,40,063,,,,,,5833,55,85
3,7,40,065,,11060,,2,1,9568,53,81
3,7,40,067,,,,,,2436,13,21
3,7,40,069,,,,,,4050,27,42
3,7,40,071,,38620,,2,1,16794,159,246
3,7,40,073,,,,,,5383,153,236
3,7,40,075,,,,,,3564,20,30
3,7,40,077,,,,,,4188,23,36
3,7,40,079,,22900,,1,2,18876,307,474
3,7,40,081,416,36420,,1,2,12567,277,429
3,7,40,083,416,36420,,1,1,15753,284,439
3,7,40,085,,,,,,3540,50,77
3,7,40,087,416,36420,,1,2,12608,208,321
3,7,40,089,,,,,,11830,65,101
3,7,40,091,,,,,,7806,43,66
3,7,40,093,,,,,,2883,16,25
3,7,40,095,,,,,,5858,32,50
3,7,40,097,,,,,,15086,83,128
3,7,40,099,,,,,,5171,28,44
3,7,40,101,538,34780,,2,1,25589,313,483
3,7,40,103,,,,,,4264,23,36
3,7,40,105,,,,,,3979,55,86
3,7,40,107,,,,,,5042,28,43
3,7,40,109,416,36420,,1,1,263035,9075,14028
3,7,40,111,538,46140,,1,2,14721,125,193
3,7,40,113,538,46140,,1,1,18243,193,299
3,7,40,115,309,33060,,2,1,11577,96,149
3,7,40,117,538,46140,,1,2,6127,43,66
3,7,40,119,,44660,,2,1,32092,437,675
3,7,40,121,,32540,,2,1,17962,99,153
3,7,40,123,,10220,,2,1,13789,180,278
3,7,40,125,416,43060,,2,1,24598,285,440
3,7,40,127,,,,,,4281,24,36
3,7,40,129,,,,,,1382,23,36
3,7,40,131,538,46140,,1,2,32046,337,521
3,7,40,133,,,,,,9083,50,77
3,7,40,135,,22900,,1,2,15211,189,293
3,7,40,137,,20340,,2,1,16494,272,421
3,7,40,139,,25100,,2,1,7845,43,67
3,7,40,141,,,,,,3045,17,26
3,7,40,143,538,46140,,1,1,217603,3633,5616
3,7,40,145,538,46140,,1,1,26612,263,406
3,7,40,147,538,12780,,2,1,18434,232,358
3,7,40,149,,,,,,4218,23,36
3,7,40,151,,,,,,3822,48,74
3,7,40,153,,49260,,2,1,8241,45,70
4,9,41,001,,,,,,6438,35,55
4,9,41,003,440,18700,,1,1,35522,449,695
4,9,41,005,440,38900,,1,1,141917,3467,5360
4,9,41,007,,11820,,2,1,14530,300,464
4,9,41,009,440,38900,,1,2,18648,431,667
4,9,41,011,,18300,,2,1,24955,137,212
4,9,41,013,140,39260,,2,1,8084,44,69
4,9,41,015,,15060,,2,1,9108,50,77
4,9,41,017,140,13460,,1,1,60735,742,1147
4,9,41,019,,40700,,2,1,41860,667,1031
4,9,41,021,,,,,,797,4,7
4,9,41,023,,,,,,2937,16,25
4,9,41,025,,,,,,2846,33,52
4,9,41,027,,26220,,2,1,8281,224,346
4,9,41,029,366,32780,,1,1,77529,763,1180
4,9,41,031,,,,,,8166,186,288
4,9,41,033,366,24420,,1,1,31706,324,501
4,9,41,035,,28900,,2,1,25543,399,617
4,9,41,037,,,,,,3406,19,29
4,9,41,039,,21660,,1,1,138300,2229,3445
4,9,41,041,,35440,,2,1,18310,309,478
4,9,41,043,440,10540,,1,1,43631,349,539
4,9,41,045,147,36620,,2,1,12896,71,110
4,9,41,047,440,41420,,1,1,116019,1593,2462
4,9,41,049,,25840,,2,2,4133,23,35
4,9,41,051,440,38900,,1,1,292450,18727,28949
4,9,41,053,440,41420,,1,1,27554,446,689
4,9,41,055,,,,,,728,4,6
4,9,41,057,,,,,,10139,75,116
4,9,41,059,,25840,,2,1,29532,329,509
4,9,41,061,,29260,,2,1,9679,352,545
4,9,41,063,,,,,,2772,42,65
4,9,41,065,,45520,,2,1,9662,102,158
4,9,41,067,440,38900,,1,1,195831,6186,9563
4,9,41,069,,,,,,534,3,5
4,9,41,071,440,38900,,1,2,37562,720,1114
1,2,42,001,276,23900,,1,1,38734,545,843
1,2,42,003,430,38300,,1,1,466388,17250,26666
1,2,42,005,430,38300,,1,2,26919,360,557
1,2,42,007,430,38300,,1,1,64616,1235,1909
1,2,42,009,,,,,,19179,230,356
1,2,42,011,428,39740,,1,1,152646,2155,3331
1,2,42,013,,11020,,1,1,48074,489,755
1,2,42,015,,42380,,2,1,23641,187,289
1,2,42,017,428,37980,33874,1,1,234832,7436,11496
1,2,42,019,430,38300,,1,1,70107,1283,1983
1,2,42,021,306,27780,,1,1,56252,480,741
1,2,42,023,,,,,,2011,11,17
1,2,42,025,408,10900,,1,1,25319,188,291
1,2,42,027,524,44300,,1,1,67733,1131,1749
1,2,42,029,428,37980,33874,1,1,184473,5607,8668
1,2,42,031,,,,,,15401,165,256
1,2,42,033,524,20180,,2,1,33848,248,383
1,2,42,035,558,30820,,2,1,15065,219,339
1,2,42,037,146,14100,,1,1,25773,242,374
1,2,42,039,240,32740,,2,1,33011,343,530
1,2,42,041,276,25420,,1,1,91785,1241,1919
1,2,42,043,276,25420,,1,1,98696,2301,3557
1,2,42,045,428,37980,37964,1,1,202486,4642,7176
1,2,42,047,,,,,,12524,159,246
1,2,42,049,240,21500,,1,1,105668,1634,2526
1,2,42,051,430,38300,,1,2,53094,787,1217
1,2,42,053,,,,,,4689,26,40
1,2,42,055,548,16540,,1,1,55436,490,758
1,2,42,057,,,,,,5719,50,77
1,2,42,059,,,,,,16028,153,237
1,2,42,061,,26500,,2,1,19741,209,323
1,2,42,063,430,26860,,2,1,35567,402,622
1,2,42,065,,,,,,17297,127,196
1,2,42,067,,,,,,9345,51,79
1,2,42,069,,42540,,1,1,80942,867,1340
1,2,42,071,,29540,,1,1,189928,3190,4932
1,2,42,073,430,35260,,2,1,33912,294,455
1,2,42,075,276,30140,,1,1,49786,703,1086
1,2,42,077,408,10900,,1,1,128896,1786,2761
1,2,42,079,,42540,,1,1,124481,1494,2310
1,2,42,081,558,48700,,1,1,44839,634,981
1,2,42,083,,14620,,2,1,17452,140,216
1,2,42,085,566,49660,,1,1,44290,392,605
1,2,42,087,,30380,,2,1,17364,168,259
1,2,42,089,408,20700,,1,1,63540,1327,2052
1,2,42,091,428,37980,33874,1,1,297396,7443,11505
1,2,42,093,146,14100,,1,1,6859,59,90
1,2,42,095,408,10900,,1,1,113225,1901,2939
1,2,42,097,146,44980,,2,1,37703,361,558
1,2,42,099,276,25420,,1,2,17623,192,296
1,2,42,101,428,37980,37964,1,1,550353,21703,33549
1,2,42,103,408,35620,35084,1,2,22027,1032,1595
1,2,42,105,,,,,,6702,74,114
1,2,42,107,,39060,,2,1,59914,486,751
1,2,42,109,146,42780,,2,1,15102,277,428
1,2,42,111,306,43740,,2,1,32341,526,814
1,2,42,113,,,,,,2828,16,24
1,2,42,115,,,,,,17065,268,414
1,2,42,117,,,,,,16454,105,162
1,2,42,119,146,30260,,2,1,20512,239,369
1,2,42,121,,36340,,2,1,20854,236,365
1,2,42,123,,47620,,2,1,16276,190,294
1,2,42,125,430,38300,,1,1,79681,1572,2430
1,2,42,127,,,,,,22430,307,475
1,2,42,129,430,38300,,1,1,141041,2908,4496
1,2,42,131,,42540,,1,2,11001,144,222
1,2,42,133,276,49620,,1,1,163426,2165,3347
1,1,44,001,148,39300,,1,1,18587,484,748
1,1,44,003,148,39300,,1,1,62492,1982,3064
1,1,44,005,148,39300,,1,1,32155,947,1463
1,1,44,007,148,39300,,1,1,233761,11011,17022
1,1,44,009,148,39300,,1,1,48910,981,1517
3,5,45,001,273,24940,,2,2,9308,125,193
3,5,45,003,,12260,,1,1,59713,794,1228
3,5,45,005,,,,,,4269,54,83
3,5,45,007,273,24860,,1,2,68153,580,897
3,5,45,009,,,,,,5805,32,49
3,5,45,011,,,,,,7823,48,74
3,5,45,013,,25940,,1,1,64390,980,1514
3,5,45,015,,16700,,1,1,68618,1008,1559
3,5,45,017,192,17900,,1,2,5670,40,61
3,5,45,019,,16700,,1,1,136345,2179,3369
3,5,45,021,273,23500,,2,1,20002,335,518
3,5,45,023,172,16740,,1,2,11912,210,324
3,5,45,025,,,,,,16977,192,297
3,5,45,027,,,,,,13413,146,225
3,5,45,029,,,,,,13866,176,272
3,5,45,031,,22500,,1,2,24172,246,381
3,5,45,033,,,,,,10683,59,91
3,5,45,035,,16700,,1,1,49211,536,829
3,5,45,037,,12260,,1,2,11583,189,293
3,5,45,039,192,17900,,1,2,8656,61,94
3,5,45,041,,22500,,1,1,47474,469,725
3,5,45,043,396,23860,,2,1,22144,266,412
3,5,45,045,273,24860,,1,1,167122,2434,3762
3,5,45,047,273,24940,,2,1,24259,413,639
3,5,45,049,,,,,,8115,97,151
3,5,45,051,396,34820,,1,1,106832,1409,2179
3,5,45,053,,25940,,1,2,10041,244,377
3,5,45,055,192,17900,,1,2,22147,216,334
3,5,45,057,172,16740,,1,2,29368,676,1044
3,5,45,059,273,24860,,1,2,24316,170,263
3,5,45,061,,,,,,7725,126,195
3,5,45,063,192,17900,,1,1,97365,1688,2610
3,5,45,065,,,,,,4781,26,41
3,5,45,067,,,,,,11067,222,343
3,5,45,069,,13500,,2,1,11937,66,101
3,5,45,071,192,35140,,2,1,13995,168,259
3,5,45,073,273,42860,,2,1,28768,223,345
3,5,45,075,192,36700,,2,1,32392,197,304
3,5,45,077,273,24860,,1,1,47244,462,714
3,5,45,079,192,17900,,1,1,144991,2376,3673
3,5,45,081,192,17900,,1,2,7718,107,165
3,5,45,083,273,43900,,1,1,103668,1262,1950
3,5,45,085,,44940,,1,1,38343,337,521
3,5,45,087,273,43900,,1,2,10315,72,112
3,5,45,089,,,,,,12492,147,227
3,5,45,091,172,16740,,1,2,81619,1630,2520
2,4,46,003,,,,,,1039,6,9
2,4,46,005,,26700,,2,1,6616,85,131
2,4,46,007,,,,,,1064,6,9
2,4,46,009,,,,,,3350,18,28
2,4,46,011,,15100,,2,1,13475,173,267
2,4,46,013,,10100,,2,1,13699,84,130
2,4,46,015,,,,,,1897,10,16
2,4,46,017,,,,,,609,3,5
2,4,46,019,,,,,,3819,100,154
2,4,46,021,,,,,,543,3,5
2,4,46,023,,,,,,3212,32,50
2,4,46,025,,,,,,1402,8,12
2,4,46,027,512,46820,,2,1,5610,31,48
2,4,46,029,,47980,,2,1,10162,56,86
2,4,46,031,,,,,,1358,7,12
2,4,46,033,452,39660,,1,2,3366,70,109
2,4,46,035,,33580,,2,1,7545,41,64
2,4,46,037,,,,,,2217,12,19
2,4,46,039,,,,,,1692,9,14
2,4,46,041,,,,,,1731,10,15
2,4,46,043,,,,,,1157,6,10
2,4,46,045,,10100,,2,2,1592,9,14
2,4,46,047,,,,,,2828,16,24
2,4,46,049,,,,,,954,5,8
2,4,46,051,,,,,,2875,34,52
2,4,46,053,,,,,,1639,9,14
2,4,46,055,,,,,,687,4,6
2,4,46,057,,,,,,2079,36,56
2,4,46,059,,,,,,1364,8,12
2,4,46,061,,33580,,2,2,1143,6,10
2,4,46,063,,,,,,530,3,5
2,4,46,065,,38180,,2,1,6282,35,53
2,4,46,067,,,,,,2797,29,45
2,4,46,069,,,,,,507,3,4
2,4,46,071,,,,,,1118,6,10
2,4,46,073,,,,,,744,4,6
2,4,46,075,,,,,,384,2,3
2,4,46,077,,,,,,1996,11,17
2,4,46,079,,,,,,4615,25,39
2,4,46,081,452,43940,,2,1,9672,173,268
2,4,46,083,,43620,,1,1,16222,204,315
2,4,46,085,,,,,,1388,8,12
2,4,46,087,,43620,,1,2,2067,14,22
2,4,46,089,,,,,,992,5,8
2,4,46,091,,,,,,1780,10,15
2,4,46,093,452,39660,,1,1,10015,70,108
2,4,46,095,,,,,,715,4,6
2,4,46,097,,,,,,884,5,8
2,4,46,099,,43620,,1,1,64288,869,1343
2,4,46,101,,,,,,2414,13,21
2,4,46,103,452,39660,,1,1,38392,642,992
